tipo_objeto,material,estado,uso_deseado,presupuesto,cantidad,transformacion,ciudad,preferencia,producto_recomendado
prenda_textil,metal,bueno,conservar,37188,2,total,Medellin,fisico,Almohada Abrazo
joya_pequena,madera,muy_danado,conservar,50162,2,moderada,Barranquilla,fisico,Caja del Tiempo
reloj_instrumento,papel,regular,restaurar,80173,1,moderada,Medellin,fisico,Restauración Especial
otro_objeto,peluche_sintetico,danado,recordar_digitalmente,76779,5,moderada,Cali,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,regular,recordar_digitalmente,123441,1,total,Bucaramanga,digital,Memorial Digital
carta_documento,peluche_sintetico,muy_danado,compartir,103458,4,ninguna,Bogota,digital,Memorial Digital
peluche,madera,danado,conservar,32876,1,leve,Medellin,digital,Memorial Digital
peluche,vidrio,regular,conservar,113039,1,moderada,Medellin,fisico,Peluche Memoria
mueble,metal,regular,transformar,74786,3,ninguna,Bucaramanga,fisico,Restauración Especial
joya_pequena,papel,danado,compartir,139605,1,ninguna,Bucaramanga,fisico,Caja del Tiempo
peluche,cuero,bueno,conservar,73034,4,moderada,Cali,digital,Memorial Digital
reloj_instrumento,cuero,bueno,restaurar,72718,2,ninguna,Barranquilla,fisico,Restauración Especial
peluche,peluche_sintetico,regular,transformar,113939,1,leve,Medellin,fisico,Peluche Memoria
reloj_instrumento,mixto,bueno,restaurar,121702,1,total,Medellin,fisico,Restauración Especial
prenda_textil,mixto,bueno,recordar_digitalmente,110683,1,ninguna,Barranquilla,fisico,Almohada Abrazo
fotografia,madera,muy_danado,recordar_digitalmente,36004,1,total,Bucaramanga,fisico,Cuadro de Historia
joya_pequena,metal,bueno,transformar,113831,2,moderada,Bucaramanga,fisico,Caja del Tiempo
reloj_instrumento,cuero,danado,transformar,58799,1,moderada,Bucaramanga,fisico,Restauración Especial
carta_documento,madera,danado,recordar_digitalmente,103234,3,total,Bucaramanga,fisico,Libro de Memorias
peluche,metal,regular,transformar,45169,1,ninguna,Bogota,fisico,Peluche Memoria
joya_pequena,madera,danado,conservar,110621,1,ninguna,Cali,fisico,Peluche Memoria
peluche,peluche_sintetico,regular,recordar_digitalmente,66769,1,moderada,Bucaramanga,fisico,Memorial Digital
fotografia,tela,muy_danado,recordar_digitalmente,50107,4,ninguna,Cali,fisico,Cuadro de Historia
carta_documento,metal,danado,conservar,119983,1,ninguna,Bogota,fisico,Libro de Memorias
carta_documento,peluche_sintetico,bueno,conservar,103457,1,total,Medellin,digital,Memorial Digital
prenda_textil,peluche_sintetico,muy_danado,recordar_digitalmente,73510,1,leve,Medellin,fisico,Almohada Abrazo
otro_objeto,tela,bueno,restaurar,145791,4,moderada,Cali,fisico,Restauración Especial
fotografia,tela,danado,transformar,79577,1,moderada,Medellin,digital,Memorial Digital
carta_documento,tela,danado,compartir,96123,3,ninguna,Bucaramanga,digital,Recuerdo Compartido
joya_pequena,madera,danado,compartir,104411,2,ninguna,Barranquilla,fisico,Recuerdo Compartido
joya_pequena,cuero,regular,recordar_digitalmente,73311,1,moderada,Bucaramanga,fisico,Recuerdo Compartido
fotografia,metal,regular,recordar_digitalmente,111489,1,leve,Medellin,fisico,Cuadro de Historia
fotografia,cuero,regular,recordar_digitalmente,76329,4,moderada,Bogota,fisico,Recuerdo Compartido
prenda_textil,madera,danado,restaurar,80592,2,moderada,Barranquilla,digital,Memorial Digital
carta_documento,mixto,danado,restaurar,142692,2,ninguna,Medellin,fisico,Recuerdo Compartido
carta_documento,metal,regular,restaurar,58579,2,moderada,Bogota,fisico,Libro de Memorias
otro_objeto,madera,muy_danado,transformar,30000,1,total,Barranquilla,fisico,Cuadro de Historia
fotografia,metal,regular,conservar,151382,1,ninguna,Cali,digital,Caja del Tiempo
joya_pequena,metal,regular,conservar,184226,1,total,Bucaramanga,fisico,Caja del Tiempo
mueble,mixto,regular,compartir,80815,1,ninguna,Bucaramanga,fisico,Peluche Memoria
reloj_instrumento,peluche_sintetico,muy_danado,recordar_digitalmente,30000,4,ninguna,Bucaramanga,fisico,Restauración Especial
otro_objeto,tela,regular,recordar_digitalmente,84133,1,ninguna,Bucaramanga,fisico,Restauración Especial
peluche,metal,danado,compartir,84982,1,moderada,Cali,fisico,Restauración Especial
reloj_instrumento,vidrio,bueno,recordar_digitalmente,88352,4,total,Barranquilla,fisico,Restauración Especial
prenda_textil,madera,regular,compartir,56031,1,total,Bogota,fisico,Almohada Abrazo
joya_pequena,mixto,bueno,transformar,115284,1,leve,Bogota,fisico,Caja del Tiempo
otro_objeto,peluche_sintetico,bueno,recordar_digitalmente,113357,2,leve,Barranquilla,fisico,Restauración Especial
peluche,madera,danado,recordar_digitalmente,42695,3,leve,Medellin,digital,Memorial Digital
fotografia,tela,muy_danado,transformar,119471,1,total,Cali,fisico,Cuadro de Historia
prenda_textil,madera,regular,conservar,166843,2,moderada,Bogota,fisico,Almohada Abrazo
otro_objeto,tela,muy_danado,restaurar,101018,1,total,Barranquilla,fisico,Restauración Especial
prenda_textil,tela,regular,recordar_digitalmente,83193,1,leve,Bogota,fisico,Almohada Abrazo
peluche,peluche_sintetico,bueno,restaurar,90029,3,moderada,Cali,digital,Cuadro de Historia
peluche,papel,muy_danado,restaurar,116533,1,moderada,Bucaramanga,fisico,Restauración Especial
fotografia,mixto,danado,conservar,34426,1,moderada,Cali,fisico,Cuadro de Historia
reloj_instrumento,papel,muy_danado,recordar_digitalmente,100753,1,total,Medellin,fisico,Restauración Especial
carta_documento,peluche_sintetico,muy_danado,recordar_digitalmente,81333,1,leve,Bucaramanga,fisico,Libro de Memorias
prenda_textil,mixto,danado,compartir,159673,2,moderada,Cali,fisico,Almohada Abrazo
mueble,madera,muy_danado,recordar_digitalmente,88903,2,total,Barranquilla,digital,Memorial Digital
joya_pequena,vidrio,regular,conservar,153376,1,total,Bogota,fisico,Caja del Tiempo
joya_pequena,cuero,muy_danado,conservar,56369,1,leve,Bogota,fisico,Libro de Memorias
carta_documento,vidrio,bueno,transformar,115554,1,moderada,Bogota,fisico,Libro de Memorias
mueble,peluche_sintetico,muy_danado,recordar_digitalmente,106179,2,ninguna,Medellin,fisico,Caja del Tiempo
mueble,mixto,muy_danado,conservar,64583,2,total,Medellin,fisico,Caja del Tiempo
mueble,mixto,muy_danado,conservar,101208,3,moderada,Bucaramanga,fisico,Caja del Tiempo
mueble,tela,regular,recordar_digitalmente,137438,2,moderada,Bogota,digital,Memorial Digital
carta_documento,tela,danado,compartir,83667,2,leve,Bucaramanga,fisico,Libro de Memorias
fotografia,papel,danado,transformar,35781,2,moderada,Barranquilla,fisico,Cuadro de Historia
joya_pequena,peluche_sintetico,muy_danado,transformar,94385,1,moderada,Medellin,fisico,Caja del Tiempo
peluche,metal,bueno,compartir,63415,1,total,Bucaramanga,fisico,Peluche Memoria
mueble,mixto,danado,transformar,83018,1,ninguna,Bucaramanga,fisico,Peluche Memoria
fotografia,metal,bueno,compartir,92144,1,ninguna,Bogota,fisico,Cuadro de Historia
peluche,papel,danado,compartir,35302,3,ninguna,Bucaramanga,fisico,Recuerdo Compartido
carta_documento,tela,danado,restaurar,38451,1,leve,Cali,fisico,Restauración Especial
mueble,mixto,bueno,transformar,111872,1,moderada,Bogota,fisico,Restauración Especial
prenda_textil,metal,danado,recordar_digitalmente,76704,1,leve,Cali,fisico,Almohada Abrazo
fotografia,papel,danado,recordar_digitalmente,30000,3,total,Bogota,fisico,Cuadro de Historia
otro_objeto,tela,bueno,compartir,122469,1,total,Barranquilla,fisico,Restauración Especial
otro_objeto,peluche_sintetico,danado,transformar,104532,3,ninguna,Barranquilla,fisico,Restauración Especial
prenda_textil,mixto,bueno,compartir,70014,1,total,Barranquilla,fisico,Almohada Abrazo
joya_pequena,madera,danado,transformar,48910,1,moderada,Cali,fisico,Restauración Especial
peluche,papel,muy_danado,conservar,124253,1,total,Medellin,fisico,Restauración Especial
mueble,madera,bueno,compartir,107227,3,ninguna,Cali,fisico,Recuerdo Compartido
prenda_textil,vidrio,muy_danado,compartir,178391,2,leve,Bucaramanga,fisico,Almohada Abrazo
fotografia,mixto,muy_danado,conservar,109706,1,total,Barranquilla,fisico,Cuadro de Historia
mueble,metal,regular,conservar,108569,2,total,Bogota,fisico,Caja del Tiempo
otro_objeto,peluche_sintetico,bueno,compartir,89157,1,total,Bogota,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,muy_danado,conservar,123587,1,leve,Bucaramanga,digital,Memorial Digital
peluche,madera,regular,compartir,116877,1,total,Bucaramanga,fisico,Peluche Memoria
joya_pequena,metal,danado,transformar,138810,2,moderada,Barranquilla,fisico,Caja del Tiempo
mueble,papel,bueno,recordar_digitalmente,76753,5,total,Medellin,digital,Restauración Especial
peluche,peluche_sintetico,bueno,conservar,79760,2,moderada,Bogota,digital,Memorial Digital
peluche,metal,muy_danado,recordar_digitalmente,78231,1,moderada,Barranquilla,fisico,Restauración Especial
reloj_instrumento,metal,regular,compartir,122678,1,total,Cali,digital,Memorial Digital
fotografia,vidrio,regular,restaurar,147443,1,ninguna,Medellin,fisico,Cuadro de Historia
otro_objeto,cuero,regular,conservar,78940,1,total,Barranquilla,digital,Memorial Digital
reloj_instrumento,madera,muy_danado,recordar_digitalmente,80132,1,total,Barranquilla,fisico,Restauración Especial
fotografia,cuero,bueno,recordar_digitalmente,105992,1,leve,Bucaramanga,fisico,Cuadro de Historia
mueble,tela,bueno,recordar_digitalmente,86398,1,moderada,Bogota,fisico,Restauración Especial
prenda_textil,madera,danado,compartir,128321,1,ninguna,Medellin,fisico,Almohada Abrazo
prenda_textil,vidrio,bueno,transformar,30000,1,ninguna,Barranquilla,fisico,Almohada Abrazo
otro_objeto,peluche_sintetico,muy_danado,transformar,66065,5,moderada,Cali,fisico,Restauración Especial
carta_documento,vidrio,bueno,compartir,67615,2,ninguna,Cali,digital,Memorial Digital
peluche,vidrio,muy_danado,conservar,30000,1,ninguna,Cali,fisico,Restauración Especial
carta_documento,vidrio,danado,conservar,61272,2,leve,Bucaramanga,fisico,Libro de Memorias
otro_objeto,peluche_sintetico,regular,transformar,62969,2,leve,Barranquilla,fisico,Recuerdo Compartido
peluche,peluche_sintetico,bueno,restaurar,87961,2,leve,Barranquilla,fisico,Peluche Memoria
reloj_instrumento,cuero,regular,compartir,133953,2,leve,Medellin,fisico,Recuerdo Compartido
mueble,tela,danado,conservar,86422,1,total,Barranquilla,fisico,Libro de Memorias
otro_objeto,metal,muy_danado,compartir,58921,1,leve,Bucaramanga,digital,Memorial Digital
peluche,vidrio,muy_danado,compartir,93006,2,ninguna,Bogota,digital,Memorial Digital
mueble,cuero,danado,transformar,131721,1,ninguna,Cali,fisico,Restauración Especial
reloj_instrumento,mixto,regular,recordar_digitalmente,60841,2,moderada,Medellin,fisico,Restauración Especial
peluche,tela,bueno,conservar,63129,1,ninguna,Barranquilla,fisico,Peluche Memoria
carta_documento,vidrio,regular,conservar,114549,1,ninguna,Bogota,digital,Memorial Digital
joya_pequena,papel,bueno,conservar,87246,3,leve,Barranquilla,fisico,Caja del Tiempo
fotografia,papel,regular,transformar,117661,1,ninguna,Barranquilla,digital,Memorial Digital
carta_documento,cuero,danado,transformar,94522,1,ninguna,Cali,fisico,Libro de Memorias
reloj_instrumento,cuero,danado,conservar,119558,1,moderada,Medellin,fisico,Restauración Especial
otro_objeto,metal,muy_danado,restaurar,58772,2,ninguna,Medellin,fisico,Restauración Especial
reloj_instrumento,metal,bueno,compartir,94577,2,ninguna,Bogota,fisico,Recuerdo Compartido
carta_documento,mixto,bueno,compartir,87625,1,ninguna,Bogota,fisico,Libro de Memorias
carta_documento,madera,danado,compartir,52443,2,total,Barranquilla,fisico,Libro de Memorias
prenda_textil,metal,bueno,compartir,40278,4,total,Bogota,fisico,Almohada Abrazo
mueble,peluche_sintetico,danado,compartir,119001,1,ninguna,Cali,fisico,Restauración Especial
mueble,papel,muy_danado,transformar,82716,2,leve,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,metal,danado,compartir,59220,3,moderada,Barranquilla,fisico,Recuerdo Compartido
otro_objeto,metal,regular,conservar,91633,1,leve,Barranquilla,fisico,Restauración Especial
carta_documento,mixto,muy_danado,conservar,134480,1,ninguna,Cali,fisico,Libro de Memorias
peluche,cuero,bueno,restaurar,30000,3,total,Bucaramanga,fisico,Peluche Memoria
joya_pequena,papel,bueno,restaurar,42617,1,ninguna,Barranquilla,digital,Memorial Digital
peluche,metal,regular,conservar,62698,1,ninguna,Cali,digital,Recuerdo Compartido
prenda_textil,mixto,regular,recordar_digitalmente,146141,1,ninguna,Bogota,fisico,Almohada Abrazo
joya_pequena,papel,regular,compartir,104890,1,total,Cali,fisico,Caja del Tiempo
fotografia,peluche_sintetico,regular,conservar,121856,2,moderada,Bogota,fisico,Cuadro de Historia
fotografia,cuero,regular,transformar,55094,2,total,Medellin,digital,Memorial Digital
peluche,madera,bueno,recordar_digitalmente,55816,1,leve,Bogota,digital,Memorial Digital
prenda_textil,tela,bueno,restaurar,110673,4,moderada,Barranquilla,fisico,Almohada Abrazo
otro_objeto,madera,regular,restaurar,97039,2,total,Barranquilla,fisico,Restauración Especial
fotografia,tela,regular,compartir,114205,2,ninguna,Cali,fisico,Cuadro de Historia
peluche,metal,regular,conservar,88431,5,ninguna,Bucaramanga,fisico,Peluche Memoria
joya_pequena,mixto,regular,transformar,104735,1,ninguna,Medellin,fisico,Caja del Tiempo
otro_objeto,mixto,regular,restaurar,100534,2,ninguna,Bogota,fisico,Restauración Especial
carta_documento,metal,muy_danado,transformar,122221,1,total,Bogota,fisico,Libro de Memorias
peluche,madera,regular,conservar,123245,1,ninguna,Bogota,digital,Memorial Digital
otro_objeto,peluche_sintetico,muy_danado,restaurar,38304,2,moderada,Medellin,fisico,Restauración Especial
mueble,metal,bueno,restaurar,30000,2,leve,Barranquilla,digital,Memorial Digital
prenda_textil,mixto,muy_danado,conservar,130061,3,leve,Medellin,digital,Memorial Digital
otro_objeto,madera,muy_danado,transformar,136570,1,leve,Cali,digital,Memorial Digital
joya_pequena,peluche_sintetico,regular,conservar,59278,2,ninguna,Cali,fisico,Caja del Tiempo
otro_objeto,mixto,muy_danado,restaurar,30000,2,leve,Cali,fisico,Restauración Especial
fotografia,metal,bueno,compartir,98466,3,total,Medellin,fisico,Cuadro de Historia
otro_objeto,vidrio,bueno,compartir,127579,2,leve,Medellin,fisico,Recuerdo Compartido
joya_pequena,madera,bueno,compartir,157915,5,ninguna,Barranquilla,fisico,Recuerdo Compartido
peluche,cuero,muy_danado,compartir,113070,3,ninguna,Barranquilla,fisico,Recuerdo Compartido
prenda_textil,tela,muy_danado,restaurar,81989,1,moderada,Medellin,fisico,Almohada Abrazo
prenda_textil,tela,muy_danado,transformar,63740,1,total,Bucaramanga,fisico,Almohada Abrazo
peluche,mixto,muy_danado,restaurar,95400,3,total,Medellin,fisico,Restauración Especial
mueble,mixto,bueno,conservar,84525,1,moderada,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,vidrio,regular,conservar,59472,2,moderada,Bogota,fisico,Caja del Tiempo
mueble,tela,bueno,compartir,166706,1,ninguna,Cali,fisico,Restauración Especial
prenda_textil,metal,regular,transformar,157480,1,ninguna,Barranquilla,fisico,Almohada Abrazo
joya_pequena,metal,danado,transformar,134761,3,total,Cali,fisico,Caja del Tiempo
mueble,peluche_sintetico,muy_danado,compartir,62770,1,ninguna,Barranquilla,fisico,Restauración Especial
carta_documento,mixto,danado,conservar,124925,1,total,Bogota,fisico,Libro de Memorias
fotografia,vidrio,bueno,conservar,117386,1,ninguna,Medellin,fisico,Cuadro de Historia
joya_pequena,tela,danado,compartir,110489,5,leve,Barranquilla,fisico,Memorial Digital
otro_objeto,tela,danado,restaurar,138738,1,leve,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,danado,compartir,117237,2,total,Barranquilla,fisico,Recuerdo Compartido
fotografia,vidrio,regular,transformar,120900,1,moderada,Cali,fisico,Cuadro de Historia
peluche,madera,danado,transformar,117291,1,leve,Bucaramanga,digital,Memorial Digital
carta_documento,madera,regular,restaurar,106927,1,ninguna,Bogota,digital,Memorial Digital
fotografia,mixto,danado,transformar,32573,1,ninguna,Cali,digital,Memorial Digital
fotografia,peluche_sintetico,muy_danado,recordar_digitalmente,97926,5,moderada,Bogota,digital,Memorial Digital
reloj_instrumento,mixto,regular,compartir,75533,4,leve,Bogota,digital,Memorial Digital
mueble,vidrio,muy_danado,transformar,50205,5,leve,Bucaramanga,fisico,Restauración Especial
otro_objeto,peluche_sintetico,bueno,compartir,153863,4,leve,Bucaramanga,fisico,Recuerdo Compartido
peluche,cuero,regular,compartir,155514,1,moderada,Bogota,fisico,Peluche Memoria
joya_pequena,metal,danado,restaurar,142572,1,total,Bogota,digital,Memorial Digital
reloj_instrumento,metal,muy_danado,transformar,103932,2,ninguna,Cali,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,muy_danado,transformar,142271,1,moderada,Cali,fisico,Restauración Especial
otro_objeto,papel,regular,compartir,95421,2,total,Barranquilla,fisico,Recuerdo Compartido
reloj_instrumento,cuero,regular,recordar_digitalmente,102097,2,leve,Medellin,fisico,Restauración Especial
mueble,papel,muy_danado,conservar,56728,1,moderada,Barranquilla,fisico,Restauración Especial
otro_objeto,madera,regular,restaurar,108894,3,moderada,Bucaramanga,fisico,Restauración Especial
carta_documento,vidrio,muy_danado,recordar_digitalmente,97113,2,leve,Bogota,fisico,Libro de Memorias
fotografia,vidrio,danado,compartir,49407,1,moderada,Barranquilla,fisico,Cuadro de Historia
joya_pequena,tela,bueno,transformar,93208,1,ninguna,Bucaramanga,fisico,Caja del Tiempo
otro_objeto,cuero,danado,compartir,92209,5,ninguna,Cali,fisico,Recuerdo Compartido
peluche,vidrio,regular,recordar_digitalmente,157914,1,moderada,Barranquilla,digital,Memorial Digital
fotografia,peluche_sintetico,regular,conservar,126297,1,total,Cali,fisico,Cuadro de Historia
carta_documento,papel,regular,restaurar,95400,2,leve,Bucaramanga,fisico,Libro de Memorias
mueble,vidrio,danado,transformar,103707,1,moderada,Medellin,fisico,Restauración Especial
carta_documento,peluche_sintetico,muy_danado,compartir,96547,1,leve,Bogota,fisico,Libro de Memorias
joya_pequena,metal,bueno,compartir,87898,1,ninguna,Bogota,digital,Memorial Digital
peluche,mixto,danado,transformar,57115,2,leve,Barranquilla,digital,Memorial Digital
mueble,madera,danado,conservar,89713,2,ninguna,Medellin,fisico,Caja del Tiempo
fotografia,metal,danado,restaurar,68886,1,ninguna,Barranquilla,fisico,Cuadro de Historia
prenda_textil,papel,bueno,compartir,51238,2,ninguna,Medellin,fisico,Almohada Abrazo
peluche,mixto,bueno,transformar,112892,1,moderada,Bogota,fisico,Peluche Memoria
prenda_textil,metal,regular,restaurar,108694,2,ninguna,Bogota,fisico,Almohada Abrazo
carta_documento,peluche_sintetico,danado,restaurar,32465,3,leve,Bucaramanga,fisico,Libro de Memorias
prenda_textil,tela,regular,restaurar,90706,5,leve,Bucaramanga,fisico,Almohada Abrazo
prenda_textil,metal,muy_danado,transformar,129849,2,leve,Barranquilla,fisico,Almohada Abrazo
prenda_textil,madera,danado,compartir,132072,1,leve,Barranquilla,fisico,Almohada Abrazo
mueble,papel,muy_danado,conservar,130904,1,total,Cali,fisico,Restauración Especial
peluche,papel,danado,compartir,96361,1,moderada,Barranquilla,fisico,Restauración Especial
carta_documento,mixto,regular,recordar_digitalmente,65423,1,total,Medellin,digital,Memorial Digital
otro_objeto,peluche_sintetico,regular,conservar,57070,5,total,Bogota,fisico,Caja del Tiempo
prenda_textil,papel,regular,compartir,107061,1,ninguna,Medellin,fisico,Almohada Abrazo
joya_pequena,peluche_sintetico,regular,recordar_digitalmente,108274,3,total,Bogota,fisico,Caja del Tiempo
reloj_instrumento,mixto,danado,recordar_digitalmente,140056,2,total,Cali,fisico,Restauración Especial
reloj_instrumento,mixto,danado,restaurar,133499,2,ninguna,Bogota,fisico,Almohada Abrazo
otro_objeto,metal,regular,conservar,90371,1,ninguna,Bogota,fisico,Restauración Especial
peluche,madera,muy_danado,recordar_digitalmente,51452,2,leve,Cali,fisico,Restauración Especial
prenda_textil,papel,muy_danado,compartir,83831,1,total,Barranquilla,fisico,Almohada Abrazo
mueble,tela,bueno,compartir,102603,3,ninguna,Barranquilla,fisico,Recuerdo Compartido
reloj_instrumento,mixto,muy_danado,conservar,87927,1,moderada,Medellin,fisico,Restauración Especial
fotografia,vidrio,muy_danado,compartir,74773,2,total,Bucaramanga,fisico,Caja del Tiempo
otro_objeto,mixto,regular,recordar_digitalmente,103850,1,moderada,Barranquilla,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,danado,transformar,77361,1,ninguna,Medellin,digital,Memorial Digital
mueble,tela,danado,compartir,73017,1,moderada,Cali,fisico,Restauración Especial
peluche,metal,regular,restaurar,105900,2,ninguna,Bogota,digital,Memorial Digital
prenda_textil,peluche_sintetico,regular,conservar,80930,1,ninguna,Barranquilla,fisico,Almohada Abrazo
reloj_instrumento,cuero,danado,conservar,103543,2,ninguna,Cali,fisico,Caja del Tiempo
reloj_instrumento,peluche_sintetico,bueno,compartir,104562,1,leve,Cali,fisico,Restauración Especial
mueble,madera,danado,transformar,55119,5,leve,Barranquilla,fisico,Restauración Especial
prenda_textil,metal,danado,transformar,78156,1,total,Medellin,fisico,Almohada Abrazo
prenda_textil,papel,danado,transformar,145322,1,total,Barranquilla,fisico,Almohada Abrazo
prenda_textil,vidrio,danado,compartir,54327,2,moderada,Medellin,fisico,Almohada Abrazo
carta_documento,mixto,regular,conservar,30000,2,leve,Bucaramanga,fisico,Libro de Memorias
otro_objeto,vidrio,muy_danado,recordar_digitalmente,30000,2,ninguna,Bucaramanga,fisico,Restauración Especial
otro_objeto,madera,regular,restaurar,96018,2,moderada,Barranquilla,fisico,Restauración Especial
prenda_textil,metal,muy_danado,transformar,96082,3,leve,Cali,fisico,Almohada Abrazo
joya_pequena,cuero,regular,conservar,90883,1,ninguna,Medellin,fisico,Almohada Abrazo
carta_documento,mixto,muy_danado,recordar_digitalmente,137496,5,total,Bogota,fisico,Libro de Memorias
carta_documento,madera,bueno,transformar,30000,2,moderada,Bucaramanga,fisico,Libro de Memorias
peluche,mixto,bueno,conservar,108857,3,ninguna,Cali,fisico,Peluche Memoria
prenda_textil,cuero,danado,conservar,149650,1,leve,Medellin,fisico,Almohada Abrazo
prenda_textil,vidrio,muy_danado,conservar,55527,1,ninguna,Cali,fisico,Almohada Abrazo
reloj_instrumento,metal,muy_danado,restaurar,81706,1,leve,Medellin,digital,Libro de Memorias
otro_objeto,cuero,danado,recordar_digitalmente,68648,1,moderada,Bogota,fisico,Restauración Especial
reloj_instrumento,mixto,regular,transformar,63697,3,leve,Cali,fisico,Restauración Especial
mueble,vidrio,bueno,recordar_digitalmente,83580,1,ninguna,Medellin,fisico,Restauración Especial
reloj_instrumento,vidrio,danado,conservar,144961,1,leve,Barranquilla,fisico,Cuadro de Historia
reloj_instrumento,vidrio,danado,conservar,159308,4,leve,Cali,fisico,Restauración Especial
fotografia,mixto,danado,compartir,83242,2,moderada,Bogota,digital,Memorial Digital
otro_objeto,mixto,muy_danado,transformar,161677,2,ninguna,Medellin,fisico,Restauración Especial
prenda_textil,peluche_sintetico,muy_danado,recordar_digitalmente,96245,2,moderada,Barranquilla,fisico,Almohada Abrazo
peluche,madera,muy_danado,restaurar,156379,1,leve,Cali,fisico,Restauración Especial
prenda_textil,papel,regular,restaurar,91734,1,leve,Bucaramanga,fisico,Almohada Abrazo
mueble,mixto,muy_danado,restaurar,99587,1,moderada,Cali,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,regular,compartir,107791,3,leve,Bogota,digital,Memorial Digital
joya_pequena,papel,muy_danado,restaurar,206259,1,leve,Bogota,fisico,Caja del Tiempo
reloj_instrumento,vidrio,regular,conservar,124794,4,leve,Bucaramanga,fisico,Caja del Tiempo
reloj_instrumento,mixto,muy_danado,conservar,70245,1,leve,Medellin,digital,Memorial Digital
carta_documento,vidrio,muy_danado,compartir,128914,1,leve,Bucaramanga,fisico,Libro de Memorias
carta_documento,metal,muy_danado,restaurar,82335,1,leve,Bogota,fisico,Libro de Memorias
carta_documento,metal,muy_danado,restaurar,77858,1,total,Bogota,fisico,Libro de Memorias
fotografia,peluche_sintetico,muy_danado,restaurar,126801,2,total,Bucaramanga,fisico,Cuadro de Historia
prenda_textil,tela,bueno,transformar,96087,4,total,Cali,digital,Peluche Memoria
peluche,tela,danado,recordar_digitalmente,104750,2,moderada,Barranquilla,fisico,Cuadro de Historia
fotografia,tela,regular,transformar,95489,1,total,Cali,digital,Memorial Digital
fotografia,papel,danado,recordar_digitalmente,106780,1,moderada,Bogota,fisico,Cuadro de Historia
fotografia,mixto,danado,transformar,109873,4,moderada,Cali,fisico,Cuadro de Historia
carta_documento,peluche_sintetico,muy_danado,restaurar,30000,1,total,Medellin,fisico,Libro de Memorias
otro_objeto,tela,regular,restaurar,118330,1,leve,Bogota,fisico,Restauración Especial
fotografia,mixto,muy_danado,conservar,60629,5,total,Bogota,fisico,Cuadro de Historia
otro_objeto,mixto,muy_danado,conservar,44519,3,leve,Bogota,fisico,Caja del Tiempo
joya_pequena,vidrio,regular,restaurar,92955,2,moderada,Bucaramanga,digital,Memorial Digital
joya_pequena,tela,regular,compartir,97939,4,leve,Barranquilla,fisico,Recuerdo Compartido
mueble,tela,danado,conservar,70727,1,ninguna,Cali,fisico,Restauración Especial
prenda_textil,mixto,muy_danado,compartir,124086,2,moderada,Bucaramanga,fisico,Almohada Abrazo
mueble,tela,muy_danado,transformar,48023,4,leve,Medellin,digital,Memorial Digital
carta_documento,peluche_sintetico,bueno,conservar,80756,1,total,Bogota,fisico,Libro de Memorias
fotografia,metal,muy_danado,conservar,74529,1,leve,Medellin,fisico,Cuadro de Historia
reloj_instrumento,vidrio,regular,conservar,93369,1,total,Cali,digital,Memorial Digital
fotografia,peluche_sintetico,bueno,transformar,104760,1,total,Barranquilla,digital,Memorial Digital
otro_objeto,vidrio,muy_danado,conservar,59723,2,moderada,Bucaramanga,fisico,Recuerdo Compartido
reloj_instrumento,papel,bueno,recordar_digitalmente,120349,1,total,Medellin,fisico,Restauración Especial
fotografia,mixto,bueno,transformar,97205,1,ninguna,Barranquilla,fisico,Cuadro de Historia
fotografia,vidrio,regular,recordar_digitalmente,30000,1,ninguna,Bucaramanga,fisico,Cuadro de Historia
peluche,papel,muy_danado,compartir,30000,1,moderada,Cali,fisico,Restauración Especial
prenda_textil,tela,bueno,compartir,94568,1,leve,Barranquilla,fisico,Almohada Abrazo
reloj_instrumento,vidrio,danado,recordar_digitalmente,87266,2,total,Bucaramanga,digital,Memorial Digital
mueble,madera,regular,restaurar,91380,1,moderada,Bogota,fisico,Restauración Especial
peluche,tela,muy_danado,conservar,94020,1,total,Barranquilla,fisico,Restauración Especial
otro_objeto,vidrio,danado,compartir,102894,3,ninguna,Medellin,fisico,Restauración Especial
joya_pequena,papel,bueno,restaurar,128167,3,leve,Barranquilla,fisico,Caja del Tiempo
joya_pequena,cuero,regular,conservar,56111,1,total,Medellin,fisico,Caja del Tiempo
peluche,papel,regular,restaurar,53980,2,total,Barranquilla,fisico,Peluche Memoria
otro_objeto,metal,regular,transformar,56733,2,total,Bogota,fisico,Peluche Memoria
prenda_textil,cuero,muy_danado,compartir,105112,2,moderada,Bogota,fisico,Almohada Abrazo
otro_objeto,mixto,regular,conservar,138573,1,total,Bucaramanga,fisico,Restauración Especial
prenda_textil,vidrio,muy_danado,compartir,79903,1,moderada,Barranquilla,fisico,Almohada Abrazo
peluche,madera,danado,restaurar,30000,1,total,Medellin,fisico,Restauración Especial
mueble,mixto,regular,transformar,35360,2,total,Barranquilla,digital,Memorial Digital
